FECHA	HORA	PM2.5	PM1	SO2	CO	NO	NO2	PM10	NOx	O3	Veloc.	Direc.
31/01/2015	01	5	1	3	0.1	2	4	6	6	50	2	284
31/01/2015	02	5	1	3	0.1	2	4	6	6	52	2.2	264
31/01/2015	03	4	1	3	0.1	2	4	5	6	51	2	269
31/01/2015	04	6	2	8	0.1	2	4	6	6	56	1.9	295
31/01/2015	05	5	2	4	0.1	2	4	6	6	67	1.2	278
31/01/2015	06	6	2	3	0.1	2	4	7	6	65	0.7	272
31/01/2015	07	10	4	16	0.1	2	9	11	10	53	0.3	258
31/01/2015	08	11	5	3	0.1	2	13	12	14	45	0.5	231
31/01/2015	09	15	8	3	0.2			17		46	0.4	318
31/01/2015	10	12	5	5	0.3	5	35	13	43	45	0.5	306
31/01/2015	11	8	3	3	0.1	3	20	10	24	65	1.6	294
31/01/2015	12	8	3	3	0.1	6	18	9	27	68	2	295
31/01/2015	13	7	2	3	0.1	10	17	10	32	70	3	311
31/01/2015	14	9	4	3	0.1	10	18	11	34	69	2.1	302
31/01/2015	15	10	4	3	0.1	9	14	11	27	69	1.6	276
31/01/2015	16	10	4	3	0.1	9	18	12	31	66	1.3	295
31/01/2015	17	11	5	3	0.1	10	21	14	37	63	1.5	274
31/01/2015	18	13	6	3	0.1	9	27	14	41	57	1.3	272
31/01/2015	19	13	6	3	0.1	7	32	15	42	53	1.5	296
31/01/2015	20	13	6	3	0.1	2	33	15	36	51	1	302
31/01/2015	21	15	8	3	0.3	2	35	17	36	43	0.5	299
31/01/2015	22	16	9	3	0.3	2	20	18	21	47	1.1	252
31/01/2015	23	17	9	5	0.3	2	12	19	13	47	0.6	245
01/02/2015	00	13	7	9	0.2	2	4	15	6	55	0.3	250
01/02/2015	01	11	5	5	0.1	2	5	13	7	58	0.4	263
01/02/2015	02	8	3	3	0.1	2	4	9	6	70	0.6	272
01/02/2015	03	8	2	3	0.1	2	4	9	6	70	0.6	239
01/02/2015	04	7	2	3	0.1	2	4	8	6	70	0.9	249
01/02/2015	05	9	3	3	0.1	2	4	10	6	66	0.9	248
01/02/2015	06	9	3	3	0.1	2	4	10	6	64	0.5	243
01/02/2015	07	9	3	3	0.1	2	4	10	6	62	0.3	284
01/02/2015	08	11	5	3	0.1	2	4	13	6	59	0.3	282
01/02/2015	09	11	5	3	0.1			13		68	1.3	293
01/02/2015	10	9	3	3	0.1	2	13	10	14	71	2	298
01/02/2015	11	9	3	3	0.1	2	15	12	17	72	2.9	308
01/02/2015	12	9	3	3	0.1	3	15	11	19	72	2.8	311
01/02/2015	13	9	3	3	0.1	4	15	12	22	71	3.1	315
01/02/2015	14	10	4	3	0.1	12	16	11	34	71	2.5	305
01/02/2015	15	10	4	3	0.1	19	14	12	43	72	2.4	288
01/02/2015	16	9	3	4	0.1	23	15	10	50	70	2.5	309
01/02/2015	17	9	3	4	0.1	23	24	10	59	63	1.2	304
01/02/2015	18	10	4	3	0.1	18	33	11	60	53	0.8	296
01/02/2015	19	11	5	3	0.1	12	34	12	53	52	0.9	260
01/02/2015	20	13	6	3	0.1	8	40	15	52	45	0.8	240
01/02/2015	21	13	6	3	0.1	4	35	15	41	47	0.7	247
01/02/2015	22	13	6	3	0.1	3	30	15	34	49	0.6	236
01/02/2015	23	13	7	3	0.1	2	23	15	26	53	0.7	238
02/02/2015	00	12	6	3	0.1	2	15	14	18	58	0.9	251
02/02/2015	01	13	6	3	0.1	2	14	15	15	58	0.8	244
02/02/2015	02	12	6	3	0.1	2	12	14	13	55	1	240
02/02/2015	03	12	6	3	0.1	2	11	14	12	56	0.7	246
02/02/2015	04	13	7	3	0.1	2	11	15	12	55	0.5	261
02/02/2015	05	14	7	3	0.1	2	15	15	15	50	0.5	279
02/02/2015	06	14	7	3	0.1	2	24	16	25	42	0.4	282
02/02/2015	07	15	7	3	0.1	4	47	17	54	22	0.4	271
02/02/2015	08	17	9	3	0.1	8	49	20	61	18	0.8	257
02/02/2015	09	19	11	3	0.1			23		26	1.4	232
02/02/2015	10	20	12	3	0.1	7	38	23	48	30	1.7	229
02/02/2015	11	19	11	3	0.1	9	41	23	55	30	1.3	239
02/02/2015	12	18	10	3	0.1	6	30	21	39	41	0.9	243
02/02/2015	13	16	9	3	0.1	5	24	19	31	51	2.1	252
02/02/2015	14	16	9	3	0.1	10	24	19	40	54	1.5	268
02/02/2015	15	17	9	3	0.1	16	22	20	47	57	2.2	260
02/02/2015	16	16	9	4	0.1	21	25	19	57	56	1.6	260
02/02/2015	17	17	10	3	0.1	21	32	20	65	49	1.3	244
02/02/2015	18	18	11	3	0.1	17	39	21	65	43	1.3	238
02/02/2015	19	20	12	3	0.1	13	40	23	60	37	1.6	243
02/02/2015	20	19	12	3	0.1	9	36	22	49	40	1.6	248
02/02/2015	21	18	11	3	0.1	5	34	21	42	41	0.9	236
02/02/2015	22	15	8	3	0.1	2	23	17	26	50	1.1	227
02/02/2015	23	13	6	3	0.1	2	16	15	18	55	1.8	238
03/02/2015	00	13	6	3	0.1	2	13	15	15	55	1.3	245
03/02/2015	01	11	5	3	0.1	2	13	13	15	54	0.7	233
03/02/2015	02	7	2	3	0.1	2	11	8	12	59	1.1	236
03/02/2015	03	8	3	3	0.1	2	14	9	15	53	0.3	266
03/02/2015	04	10	4	3	0.1	2	11	12	12	59	1.5	242
03/02/2015	05	9	3	3	0.1	2	10	10	12	61	2.5	254
03/02/2015	06	9	4	3	0.1	2	15	11	17	56	1.8	252
03/02/2015	07	10	4	3	0.1	2	29	11	31	44	1.5	250
03/02/2015	08	13	7	3	0.1	5	43	16	51	34	1.3	245
03/02/2015	09	15	7	3	0.1			18		35	0.9	259
03/02/2015	10	10	4	3	0.1	5	23	13	30	56	1.8	278
03/02/2015	11	8	3	3	0.1	5	19	11	26	63	2.2	291
03/02/2015	12	9	3	3	0.1	9	17	12	32	66	2.4	274
03/02/2015	13	9	3	3	0.1	16	17	12	41	68	2.2	290
03/02/2015	14	9	3	4	0.1	21	19	11	52	69	2	293
03/02/2015	15	8	3	3	0.1	21	18	10	50	69	1.5	281
03/02/2015	16	9	4	4	0.1	21	21	11	53	64	1.8	256
03/02/2015	17	10	4	3	0.1	22	31	12	64	55	1.6	249
03/02/2015	18	11	5	3	0.1	20	35	12	65	50	1.5	260
03/02/2015	19	11	5	3	0.1	16	42	13	67	44	1.2	246
03/02/2015	20	12	6	3	0.3	14	52	14	74	34	0.9	251
03/02/2015	21	12	6	5	0.3	9	34	14	47	50	1.7	245
03/02/2015	22	12	5	3	0.3	5	22	14	30	58	1	247
03/02/2015	23	11	5	3	0.3	4	15	13	20	64	1	256
04/02/2015	00	9	4	3	0.3	4	9	10	15	71	1.1	253
04/02/2015	01	9	4	3	0.2	3	8	10	12	70	1.4	243
04/02/2015	02	8	3	3	0.1	2	8	9	11	68	0.9	245
04/02/2015	03	5	1	3	0.1	2	5	7	7	75	1.1	243
04/02/2015	04	5	1	4	0.1	2	7	7	8	72	0.8	264
04/02/2015	05	8	3	5	0.1	2	14	9	16	62	0.1	311
04/02/2015	06	11	5	5	0.1	2	29	14	31	45	0.7	238
04/02/2015	07	7	2	5	0.1	2	24	9	26	54	1.6	317
04/02/2015	08	10	4	6	0.1	4	43	12	48	41	2.2	342
04/02/2015	09	13	6	11	0.1			15		42	1.3	343
04/02/2015	10	14	7	11	0.1	5	37	16	44	48	0.8	337
04/02/2015	11	14	7	10	0.1	4	33	16	40	53	1.4	345
04/02/2015	12	14	7	6	0.1	4	29	17	35	58	1.5	312
04/02/2015	13	13	7	4	0.1	4	23	17	30	64	1.7	357
04/02/2015	14	14	7	3	0.1	4	16	19	22	72	3.6	336
04/02/2015	15	14	7	3	0.1	5	17	16	23	74	3.3	331
04/02/2015	16	13	7	3	0.1	4	18	16	25	74	3	333
04/02/2015	17	14	7	3	0.1	5	23	17	30	69	2.9	335
04/02/2015	18	14	7	3	0.1	4	24	17	31	68	3.2	335
04/02/2015	19	15	7	3	0.1	4	32	17	38	61	2.1	332
04/02/2015	20	16	9	3	0.1	4	37	19	44	55	1.5	351
04/02/2015	21	17	9	3	0.1	3	34	20	38	56	1.4	327
04/02/2015	22	18	10	3	0.1	2	36	20	39	53	1	311
04/02/2015	23	18	10	3	0.1	2	29	20	30	55	0.5	286
05/02/2015	00	17	10	5	0.1	2	26	20	28	53	0.2	270
05/02/2015	01	19	11	3	0.1	2	18	21	20	59	0.5	296
05/02/2015	02	22	13	3	0.1	2	12	25	13	61	1	302
05/02/2015	03	22	14	3	0.1	2	9	25	11	64	1.2	311
05/02/2015	04	21	13	3	0.1	2	10	24	11	63	1	321
05/02/2015	05	20	12	3	0.1	2	12	22	13	60	0.8	317
05/02/2015	06	19	11	3	0.1	2	16	22	18	55	0.9	287
05/02/2015	07	19	11	3	0.1	3	37	22	40	37	0.7	266
05/02/2015	08	18	9	3	0.1	5	44	24	51	38	1.7	304
05/02/2015	09	16	8	3	0.1			21		46	1.3	307
05/02/2015	10	17	9	3	0.1	6	30	22	39	53	1.4	305
05/02/2015	11	14	7	3	0.1	4	20	19	26	63	1.4	313
05/02/2015	12	13	6	3	0.1	5	19	19	26	66	2	316
05/02/2015	13	12	5	3	0.1	5	18	17	25	69	2	308
05/02/2015	14	12	5	3	0.1	9	17	16	30	71	2.1	335
05/02/2015	17	11	5	4	0.1	19	23	18	52	68	3.8	336
05/02/2015	18	11	4	3	0.1	12	22	16	40	68	4.4	329
05/02/2015	19	11	4	3	0.1	5	23	14	31	66	4.5	344
05/02/2015	20	11	5	3	0.1	4	29	13	35	59	2.4	330
05/02/2015	21	13	6	3	0.1	3	35	15	40	53	2	322
05/02/2015	22	12	6	3	0.1	2	19	15	22	66	2.1	326
05/02/2015	23	14	7	3	0.1	2	20	16	22	62	0.6	318
06/02/2015	00	13	6	5	0.1	2	18	15	20	63	0.3	343
06/02/2015	01	13	6	3	0.1	2	21	15	22	56	0.3	226
06/02/2015	02	12	5	3	0.1	2	12	14	13	68	0.4	297
06/02/2015	03	10	4	3	0.1	2	8	12	9	72	0.5	280
06/02/2015	04	11	5	3	0.1	2	12	13	13	64	0.3	31
06/02/2015	05	11	5	3	0.1	2	14	13	16	67	0.4	330
06/02/2015	06	10	4	3	0.1	3	28	12	31	52	0.3	21
06/02/2015	07	13	6	4	0.1	7	57	15	66	28	0.2	305
06/02/2015	08	15	8	5	0.1	24	82	18	117	12	0.2	281
06/02/2015	09	15	8	5	0.1			18		28	0.2	304
06/02/2015	10	11	5	4	0.1	6	35	14	44	50	0.9	283
06/02/2015	11	12	5	3	0.1	4	25	14	31	60	1.5	341
06/02/2015	12	14	7	3	0.1	4	20	17	25	69	3.5	348
06/02/2015	13	15	8	3	0.1	4	18	18	24	71	3.3	359
06/02/2015	14	15	8	3	0.1	5	21	17	28	68	3.2	3
06/02/2015	15	14	7	3	0.1	6	21	16	30	67	2.3	348
06/02/2015	16	13	7	3	0.1	9	23	15	37	65	2.1	352
06/02/2015	17	14	7	3	0.1	10	32	16	48	55	1.8	349
06/02/2015	18	14	7	3	0.1	6	39	16	48	47	1.5	350
06/02/2015	19	14	7	3	0.1	5	43	16	50	44	1.3	351
06/02/2015	20	15	8	3	0.1	5	49	17	56	37	0.6	359
06/02/2015	21	16	9	3	0.2	5	53	18	60	32	0.9	348
06/02/2015	22	19	11	3	0.2	9	63	22	76	22	0.3	286
06/02/2015	23	23	15	3	0.2	7	71	27	81	13	0.1	251
07/02/2015	00	23	14	3	0.2	7	70	26	80	10	0.2	264
07/02/2015	01	25	16	3	0.2	18	68	29	96	8	1.2	223
07/02/2015	02	23	15	3	0.2	3	56	27	60	11	0.5	221
07/02/2015	03	23	14	3	0.2	3	52	26	56	14	0.7	241
07/02/2015	04	23	14	5	0.1	5	52	26	60	11	0.1	282
07/02/2015	05	19	11	3	0.1	2	42	22	45	20	0.1	216
07/02/2015	06	22	13	3	0.1	3	47	25	51	12	1	221
07/02/2015	07	24	15	3	0.1	11	51	27	68	7	1	226
07/02/2015	08	23	15	5	0.2	26	55	27	95	7	0.4	183
07/02/2015	09	23	14	3	0.2			27		8	0.2	241
07/02/2015	10	23	14	3	0.3	32	61	27	109	13	0.2	307
07/02/2015	11	24	15	3	0.3	10	43	27	57	27	0.8	33
07/02/2015	12	23	15	3	0.3	5	30	27	39	36	1.1	40
07/02/2015	13	19	11	3	0.2	2	20	22	22	45	0.7	30
07/02/2015	14	19	12	3	0.2	2	20	22	22	46	0.7	58
07/02/2015	15	20	12	3	0.1	2	20	23	23	48	1	77
07/02/2015	16	20	13	3	0.1	3	19	23	23	50	1.1	66
07/02/2015	17	21	13	3	0.3	3	24	24	27	48	0.8	63
07/02/2015	18	23	15	3	0.3	7	42	27	52	31	0.7	34
07/02/2015	19	29	20	3	0.3	11	64	34	81	15	0.2	15
07/02/2015	20	30	20	3	0.3	7	64	34	75	14	0.1	2
07/02/2015	21	29	20	3	0.3	9	65	34	79	14	0.4	19
07/02/2015	22	34	24	3	0.4	18	72	39	100	11	0.2	353
07/02/2015	23	42	32	3	0.5	28	73	49	116	12	0.3	337
08/02/2015	00	41	31	3	0.4	9	60	48	73	15	0.5	334
08/02/2015	01	31	21	3	0.2	2	39	35	41	22	0.6	318
08/02/2015	02	27	18	3	0.3	2	28	31	29	28	0.7	314
08/02/2015	03	26	18	3	0.2	2	25	30	25	31	0.5	312
08/02/2015	04	26	17	3	0.1	2	22	29	22	35	0.7	324
08/02/2015	05	26	17	3	0.1	2	18	30	19	40	0.7	297
08/02/2015	06	27	18	3	0.1	2	21	31	22	36	0.4	268
08/02/2015	07	28	19	4	0.1	2	26	32	26	36	0.7	274
08/02/2015	08	28	19	5	0.1	3	28	32	30	39	0.7	297
08/02/2015	09	29	20	4	0.1			33		38	0.8	257
08/02/2015	10	28	19	3	0.1	8	28	32	40	38	0.5	272
08/02/2015	11	27	18	3	0.1	8	28	31	39	44	1.3	234
08/02/2015	12	24	16	3	0.1	5	21	28	29	56	1.3	236
08/02/2015	13	11	6	3	0.1	4	16	13	21	72	1.1	239
08/02/2015	14	10	5	3	0.2	6	15	12	24	72	0.8	228
08/02/2015	15	10	5	3	0.1	15	13	12	36	76	1.3	241
08/02/2015	16	8	5	4	0.1	24	15	9	52	74	1	236
08/02/2015	17	8	5	4	0.1	25	14	9	52	73	1.5	235
08/02/2015	18	9	6	3	0.1	22	26	10	60	54	0.6	227
08/02/2015	19	10	7	3	0.1	18	57	11	84	31	0.6	232
08/02/2015	20	10	7	3	0.1	13	63	11	83	25	0.2	300
08/02/2015	21	11	7	3	0.1	6	49	12	59	37	0.3	327
08/02/2015	22	12	9	3	0.2	5	53	13	60	31	0.1	355
08/02/2015	23	14	11	3	0.3	24	80	15	116	8	0.2	73
09/02/2015	00	14	10	3	0.3	24	68	15	105	17	0.2	32
09/02/2015	01	12	9	3	0.1	3	23	14	26	53	0.6	24
09/02/2015	02	12	9	3	0.1	2	24	14	27	51	0.7	27
09/02/2015	03	13	9	3	0.1	3	22	14	25	52	0.2	351
09/02/2015	04	13	10	3	0.1	2	28	15	30	45	0.3	327
09/02/2015	05	14	10	3	0.1	3	37	15	40	31	0.5	348
09/02/2015	06	13	10	3	0.1	5	50	15	58	21	0.5	349
09/02/2015	07	12	9	3	0.2	20	72	14	103	9	0.3	349
09/02/2015	08	12	8	5	0.3	43	79	14	145	10	0.3	14
09/02/2015	09	12	9	5	0.3			14		19	1.1	31
09/02/2015	10	12	8	3	0.2	16	43	14	67	38	2.9	40
09/02/2015	11	11	7	3	0.1	6	23	13	32	55	4.2	51
09/02/2015	12	11	7	3	0.2	9	27	13	41	52	4.2	48
09/02/2015	13	11	8	3	0.2	7	19	13	30	66	4.2	53
09/02/2015	14	11	8	3	0.1	11	15	13	31	74	4.2	64
09/02/2015	15	11	8	4	0.1	19	15	13	43	78	4.2	70
09/02/2015	16	10	7	4	0.1	23	14	12	49	79	3.3	71
09/02/2015	17	10	6	4	0.1	22	22	11	55	74	2.6	75
09/02/2015	18	10	6	3	0.1	16	20	11	45	77	2.5	78
09/02/2015	19	9	6	3	0.1	11	25	11	42	72	2.2	65
09/02/2015	20	10	6	3	0.1	7	32	12	42	66	1.4	57
09/02/2015	21	13	9	3	0.3	8	72	15	85	27	0.6	28
09/02/2015	22	13	9	3	0.1	5	56	15	64	40	1.2	31
09/02/2015	23	12	8	3	0.1	4	38	13	43	50	0.5	16
10/02/2015	00	11	8	3	0.1	3	27	12	31	57	0.6	13
